id,Sex,W6,W12,W18,W24,Age,target
JL09469,0,33,43,52,36,764,264
JL09470,0,22,27,25,25,973,473
JL09471,0,27,34,39,32,764,264
JL09472,0,27,37,42,41,1226,726
JL09480,1,32,40,41,34,944,444
JL09481,1,31,44,45,42,882,382
JL09482,1,35,44,46,42,1032,532
JL09483,1,35,42,46,45,864,364
JL09484,1,42,49,52,49,772,272
JL09485,1,36,41,42,41,973,473
JL09486,1,43,45.6,44,0,366,-134
JL09487,1,41,49,52,41,841,341
JL09488,1,35,43,49,51,1135,635
JL09489,1,37,47,47,43,946,446
JL09490,1,41,50,53,45,960,460
JL09491,1,45,50,49,0,665,165
JL09501,1,30,35,40,41,848,348
JL09502,1,41,47,44,44,966,466
JL09503,1,48,52,54,54,786,286
JL09521,0,39,52,55,0,632,132
JL09522,0,26,28,31,32,1002,502
JL09523,0,27,30,32,34,966,466
JL09524,0,34,36,47,49,799,299
JL09529,1,37,43,46,45,807,307
JL09530,1,43,46,44,0,394,-106
JL09531,1,43,48,49,46,939,439
JL09538,0,42,45,50,50,840,340
JL09539,0,30,38,44,0,673,173
JL09540,0,36,52,55,0,731,231
JL09541,0,37,44,52,49,904,404
JL09542,0,34,39,49,45,1191,691
JL09543,0,31,40,48,44,1016,516
JL09544,0,40,57,54,0,652,152
JL09545,0,28,33,31,30,750,250
JL09552,1,46,49,52,0,667,167
JL09553,1,46,45.6,44,0,274,-226
JL09554,1,43,41,44,45,934,434
JL09574,0,25,33,39,37,922,422
JL09575,0,27,35,40,38,830,330
JL09576,0,26,29,29,30,809,309
JL09577,0,27,32,31,28,830,330
JL09593,1,39,45,47,43,1088,588
JL09594,1,35,41,46,44,964,464
JL09595,1,39,42,43,42,908,408
JL09596,1,43,49,50,41,776,276
JL09597,1,36,43,42,37,928,428
JL09598,1,40,44,44,0,512,12
JL09605,0,35,52,44,50,1072,572
JL09606,0,24,27,44,31,1254,754
JL09607,0,35,47,44,55,1009,509
JL09608,0,33,42,44,42,890,390
JL09609,1,45,49,44,0,519,19
JL09610,1,46,54,44,45,813,313
JL09611,1,38,49,44,0,672,172
JL09615,1,45,45.6,44,0,357,-143
JL09616,1,35,42,44,0,681,181
JL09617,1,41,48,44,0,428,-72
JL09621,0,34,44,38,40,988,488
JL09622,0,26,31,36,39,988,488
JL09623,0,45,60,67,46,784,284
JL09624,0,25,28,29,0,687,187
JL09625,0,25,30,30,32,1002,502
JL09626,0,27,36,46,0,715,215
JL09627,0,26,32,50,49,967,467
JL09628,0,27,32,34,41,1047,547
JL09642,1,34,46,45,46,932,432
JL09643,1,43,45,44,0,414,-86
JL09644,1,45,45.6,44,0,344,-156
JL09645,0,34,44,46,40,1027,527
JL09646,0,37,56,70,62,922,422
JL09647,0,30,41,43,37,1006,506
JL09648,0,25,28,30,29,1075,575
JL09649,0,34,46,52,49,1012,512
JL09650,0,31,39,41,40,1006,506
JL09651,0,35,41,38,33,913,413
JL09652,0,35,38,38,35,1116,616
JL09653,1,45,49,55,33,844,344
JL09654,1,40,50,48,0,679,179
JL09655,1,45,50,53,48,847,347
JL09667,1,41,49,49,47,941,441
JL09668,1,32,42,37,0,650,150
JL09669,1,44,49,44,0,502,2
JL09685,1,40,44,40,37,952,452
JL09686,1,40,45,46,39,960,460
JL09687,1,43,45.6,44,0,295,-205
JL09700,1,46,45.6,44,0,327,-173
JL09701,1,38,40,44,41,928,428
JL09702,1,36,38,39,35,748,248
JL09737,0,31,42,49,50,995,495
JL09738,0,33,44,54,53,1037,537
JL09739,0,34,52,59,56,744,244
JL09740,0,29,41,46,45,794,294
JL09771,1,42,45.6,44,0,357,-143
JL09772,1,43,51,55,48,995,495
JL09773,1,43,49,49,49,1030,530
JL09784,0,26,35,35,33,992,492
JL09785,0,21,30,30,29,788,288
JL09786,0,30,38,38,31,803,303
JL09787,0,27,36,38,36,929,429
U138815,1,42.8,32.8,35.4,36.4,1095,595
U138822,1,40.6,45.6,44,0,239,-261
U138829,1,44,36.1,44,0,518,18
U139102,1,47.7,44.4,46,45,960,460
U139109,1,46.9,36.5,44,38.3,933,433
U139116,1,38.1,29.6,34.6,36.4,1201,701
U139200,0,37.5,39.4,43.4,37.5,1053,553
U139207,0,27.7,25.2,28,28.2,1084,584
U139214,0,34.3,27.2,40,39.5,774,274
U139221,0,40.3,36.5,34.7,0,672,172
U139305,1,29.6,29.2,44,0,460,-40
U139312,1,34.1,34,44,0,460,-40
U139319,1,38,38.2,44,0,460,-40
U139347,1,38.7,34.9,39.8,37.1,912,412
U139354,1,41.5,32.2,33.4,0,706,206
U139361,1,35.8,34.2,40.3,0,694,194
U139396,1,42.2,46.7,50.2,46.6,854,354
U139403,1,42.6,39.5,50.1,51,1052,552
U139410,1,44.9,40.1,51.3,51.3,915,415
U139417,1,34.3,32,34,33.1,799,299
U139424,1,36.1,33,39.6,38.6,898,398
U139431,1,33.5,26.8,25.7,0,565,65
U139487,1,39.1,34.2,37.9,40.1,841,341
U139494,1,38.4,35.4,37.8,35.4,1053,553
U139501,1,44.9,45.6,44,0,309,-191
U139529,1,41,45.6,44,0,210,-290
U139536,1,38.1,32.6,31.8,34,856,356
U139543,1,38.1,41.5,37.6,36.7,1114,614
U139578,1,41,38.5,33.6,0,611,111
U139585,1,39.6,42.1,43,0,728,228
U139592,1,34.5,30.9,33.1,0,718,218
U139599,0,34.5,36.1,34.1,31.4,794,294
U139606,0,32.6,33.1,41.5,37.5,1056,556
U139613,0,27.1,26.8,31.2,0,695,195
U139620,0,33.6,43,46.1,47.3,769,269
U139627,0,44.8,40.3,62.9,56.8,856,356
U139634,0,40.7,34.8,38.7,35.8,940,440
U139641,0,41.5,35.8,47.3,44.7,854,354
U139648,0,36.9,34.4,38.6,0,717,217
U139704,0,28.4,29.9,39.1,42.3,1100,600
U139711,0,26.5,33.1,37.1,37,958,458
U139718,0,42.1,44.2,44.2,0,588,88
U139725,0,32.5,39.4,44.7,46.4,737,237
U139858,0,32.7,45.5,43.5,44.6,924,424
U139865,0,29.7,39.4,40,22.1,739,239
U139872,0,26.2,25.7,28.6,0,613,113
U139879,0,36.3,38.9,44.6,41.6,833,333
U139914,1,36.5,40.6,42.3,44.3,776,276
U139921,1,47.2,51.2,45.9,0,666,166
U139928,1,40.4,44,43.5,22.9,849,349
U140243,0,38.9,44.7,44,0,431,-69
U140250,0,31.9,38.2,38.9,35.8,973,473
U140257,0,32.8,37.5,38.3,33.4,773,273
U140264,0,48.6,52.5,65.4,51.8,1075,575
U140313,1,37.2,45.6,44,0,363,-137
U140320,1,30.9,45.6,44,0,363,-137
U140334,0,29.9,29.9,36.8,37.8,957,457
U140341,0,44.9,65.3,76.5,70.2,911,411
U140348,0,38.1,43.9,53.4,56.3,834,334
U140355,0,43.7,46.2,57.5,54.1,991,491
U140404,0,40.9,40,39.1,35.2,841,341
U140411,0,45.3,52.3,48.7,50.6,845,345
U140418,0,35.3,42.4,48.9,48.4,812,312
U140425,0,33.6,28,35.6,31.3,1085,585
U140523,1,39.1,41.6,44,0,520,20
U140530,1,46,48.5,32.9,39,989,489
U140537,1,38.4,42.4,44,0,491,-9
U140600,1,42.9,37.2,43,41.7,1096,596
U140607,1,40.3,41.2,45.2,44.4,1105,605
U140614,1,49.1,46.6,54.5,44.3,784,284
U140642,1,30.9,29.2,44,0,490,-10
U140649,1,32.4,33.9,35.4,34.3,964,464
U140656,1,30.2,30.9,32.1,30,803,303
U140684,0,32.1,39.3,45.4,44,1005,505
U140691,0,30.2,31.2,41.4,33.2,791,291
U140698,0,35.8,39.2,45.2,42.8,904,404
U140705,0,30.1,42.9,48.6,48.6,871,371
U140782,1,37,39.1,46.2,39.8,977,477
U140789,1,41.4,39.2,45.3,42.1,1030,530
U140796,1,40,46.5,49.5,0,720,220
U140803,1,43.2,46.1,49.8,49.3,833,333
U140810,1,41.8,42.9,46.1,46.9,907,407
U140817,1,37,42.5,48.8,52.4,980,480
U140824,0,28.9,31.1,36.5,30.8,1040,540
U140831,0,29.6,35.2,40.4,34.4,993,493
U140838,0,33.5,36.6,36.5,40.1,776,276
U140845,0,40.1,47.5,50.9,39.7,866,366
U140901,1,40.2,37,44.3,44.2,849,349
U140908,1,48.5,40.8,49.8,40.1,803,303
U140915,1,40.5,36.1,40.7,38.5,891,391
U141069,1,34,35.4,35.3,34,1028,528
U141076,1,39.3,36.9,42,43.2,1140,640
U141083,1,44.1,34.2,41.8,39.7,870,370
U141090,0,28,28.7,36.9,33.1,1048,548
U141097,0,29.1,27.1,31.3,32.5,875,375
U141104,0,26.3,28.3,34,34.5,1019,519
U141111,0,29.7,32.8,43.3,50.4,987,487
U141118,0,41.6,44,51.4,51.4,1106,606
U141125,0,25.1,25.8,32.2,34.6,1085,585
U141132,0,38.4,42.4,49.2,41.6,844,344
U141139,0,39.6,41.3,54.8,58.2,1103,603
U141244,1,32.1,45.6,44,0,358,-142
U141251,1,35.3,45.6,44,0,358,-142
U141258,1,31.9,45.6,44,0,358,-142
U141265,0,37.2,41.4,46.4,45.6,935,435
U141272,0,37,43.6,50.8,55.7,1243,743
U141279,0,34.1,52.7,68.2,43.7,745,245
U141286,0,27.5,32.2,44,0,428,-72
U141461,1,31.2,30.1,34.2,36.3,1047,547
U141468,1,41.5,40.8,45.2,31.5,894,394
U141475,1,37,41.5,44.2,45.4,1144,644
U141482,1,41.7,34.9,40.5,31.7,832,332
U141489,1,41.7,40.3,48,0,658,158
U141496,1,36.8,33.8,40.2,0,571,71
U141524,1,33.1,32.1,39,41.5,924,424
U141531,1,38.6,38.8,43.2,34.6,744,244
U141538,1,41.1,43.8,45.6,0,664,164
U141622,1,39.3,34.6,39.7,39.6,1016,516
U141629,1,44.4,41.6,43.3,0,688,188
U141636,1,40.8,35.9,44,0,494,-6
U141685,1,28.8,28.2,28.9,29.3,1204,704
U141692,1,44.5,49.5,50.9,0,705,205
U141699,1,48.7,52.5,53.7,51.9,874,374
U141804,0,26.6,33.6,46,43.2,928,428
U141811,0,26.9,36.8,45.8,23.7,773,273
U141818,0,30.2,37.1,49.2,51.3,969,469
U141825,0,29.5,29.3,42,37.6,779,279
U141902,0,26.5,29.7,36.1,34.3,982,482
U141909,0,26.4,30.2,38.1,0,592,92
U141916,0,25.8,30,36.4,50.4,745,245
U141923,0,26.7,30.5,37.8,37.4,816,316
U142161,0,35,42.6,61.1,59.1,931,431
U142168,0,34.4,47.7,58.8,56.3,842,342
U142175,0,31.4,35.5,44.1,45.7,988,488
U142182,0,30.1,40.5,45.7,47.2,862,362
U142238,1,32.7,46.8,49.5,49.3,1002,502
U142245,1,39.2,45.1,44,0,544,44
U142252,1,32.8,42.2,45.6,47.6,964,464
U142378,1,37.2,44.5,46.4,49.7,760,260
U142385,1,38.7,41.4,49.9,44.4,1156,656
U142392,1,31.9,39.5,43.9,41.3,1108,608
U142427,1,42.9,55.1,41.9,0,689,189
U142434,1,32.8,35.7,35.7,39.2,1055,555
U142441,1,31.4,39.5,40.8,39.4,1140,640
U142448,0,25.1,31.3,35.5,0,606,106
U142455,0,31.2,33.9,42.1,44.6,789,289
U142462,0,28.7,30.9,32.1,30.4,998,498
U142469,0,31,40.6,48.4,43,828,328
U142476,0,32,39.2,47.8,24.2,808,308
U142483,0,28.9,31.8,37.7,24.7,729,229
U142490,0,26.8,34.5,43.6,45.1,1191,691
U142497,0,30.2,36.8,50.7,50.5,1029,529
U142574,0,26.8,36.4,39.2,36.2,877,377
U142581,0,36.5,37.7,45.1,41.8,1017,517
U142588,0,22.7,25.5,29.5,0,723,223
U142595,0,28.7,33.2,39,0,633,133
U142721,1,33.6,35.5,44,0,453,-47
U142728,1,33.4,34.8,44,0,453,-47
U142735,1,32.8,38.9,44,0,453,-47
U142742,1,34.2,39.4,44.7,0,722,222
U142749,1,30.8,35.6,38.5,30.8,911,411
U142756,1,42.2,45.6,47.1,42.4,1006,506
U142812,0,26.5,28.6,34,34.8,1232,732
U142819,0,35.1,38.4,43.2,46.2,882,382
U142826,0,37.2,44.1,39.7,39.7,742,242
U142840,1,34.2,39.5,41.4,43.6,1095,595
U142847,1,36.9,41.4,41.1,39.7,808,308
U142854,1,34.6,38.7,43.2,46.2,817,317
U142882,1,28.2,30.7,34.4,35.1,1090,590
U142889,1,28.6,29.9,34.7,35.9,916,416
U142896,1,31.1,31.2,35.8,29.2,1120,620
U142973,0,27.1,38.2,40.4,39.4,793,293
U142980,0,32.4,36.9,44,0,456,-44
U142987,0,32.4,41.3,41.4,36.4,773,273
U142994,0,40.5,49.6,51.4,0,604,104
U143029,1,29.8,45.6,44,0,347,-153
U143036,1,43.1,45.6,44,0,347,-153
U143043,1,34.2,45.6,44,0,347,-153
U143099,1,37.8,35.5,38.4,40.1,934,434
U143106,1,33.8,32.8,35.5,36.8,1111,611
U143113,1,34.9,36.2,41.4,46.2,838,338
U143232,0,29.6,36,36.5,0,711,211
U143239,0,28.9,34.4,35.9,32.4,791,291
U143246,0,36.3,43.4,48.8,0,719,219
U143253,0,23.1,26,30.8,29,1089,589
U143260,0,30.6,41.3,41.2,0,557,57
U143267,0,35.9,40.2,40.4,0,697,197
U143274,0,26,27.7,29.1,0,676,176
U143281,0,25.3,29.2,33.6,30.1,806,306
UT05546,1,51,55.8,59.8,58.2,873,373
UT05547,1,38.5,48,51.2,50.2,1200,700
UT05548,1,41.7,44,47.2,0,570,70
UT05549,0,33.9,38.3,43,43.6,1098,598
UT05550,0,31.9,36.2,38.6,0,655,155
UT05551,0,31.3,33.7,39.4,35.3,938,438
UT05552,0,25.5,29.7,34.5,33.1,957,457
UT05560,1,47.5,48.5,52.3,50.1,1095,595
UT05561,1,50.4,49.6,52,36.9,737,237
UT05562,1,32.3,37.2,38.5,0,632,132
UT05631,1,28.8,45.6,44,0,254,-246
UT05632,1,45.1,50.6,55.4,55.7,852,352
UT05633,1,47.4,52.4,53.6,0,634,134
UT05634,0,34.6,42,48.7,43.9,1076,576
UT05635,0,36.1,45.7,49.6,55.6,1027,527
UT05636,0,37.8,46.7,54.5,53.4,986,486
UT05637,0,36.2,44.6,52.5,57.1,880,380
UT05638,1,37.1,45.2,43.8,38.4,867,367
UT05639,1,44.9,48.6,48.3,45.1,784,284
UT05640,1,43.5,46.4,45.7,21.5,816,316
UT05645,1,42.7,43.8,45.4,37.7,929,429
UT05646,1,42.9,46.1,47.8,44.5,758,258
UT05647,1,46.4,49.7,52,53.9,787,287
UT05668,0,33.6,49.5,58.7,57.5,794,294
UT05669,0,28.7,42.4,49.1,45.4,743,243
UT05670,0,29.6,42.6,50.1,46,880,380
UT05671,0,29.9,38.4,38.8,39.1,883,383
UT05672,0,27.2,31.4,33.5,0,717,217
UT05673,0,47.2,62.8,34,0,555,55
UT05674,0,33.7,36.9,38.5,39.2,925,425
UT05675,0,44.9,57.2,66.3,66.7,785,285
UT05690,1,40,44.9,42.5,0,577,77
UT05691,1,46.4,51.7,52.3,0,578,78
UT05692,1,32.5,42.5,41.2,0,578,78
UT05696,0,35.9,55,55.6,52.4,871,371
UT05697,0,32.7,44.4,49.9,60.6,1031,531
UT05698,0,33.3,43.5,44.9,40.8,879,379
UT05699,0,34.4,45,53.3,64.2,1115,615
UT05700,1,34.9,41,42.1,42.4,937,437
UT05701,1,41.5,49,50.8,48.7,1001,501
UT05702,1,44.7,50.6,45.4,49,953,453
UT05729,1,33.6,45.6,45,46.6,934,434
UT05730,1,27.1,32,31.8,0,585,85
UT05731,1,44.4,51.1,44,0,452,-48
UT05749,0,33,44.4,44,0,518,18
UT05750,0,40.4,50.8,53.7,60.1,964,464
UT05751,0,41.5,53.5,53.5,56.5,967,467
UT05752,0,40.5,58.2,54,57.9,999,499
UT05753,1,46.1,45.6,44,0,364,-136
UT05754,1,41,45.6,44,0,333,-167
UT05755,1,40.8,41,43.2,42.8,1003,503
UT05760,0,42.4,54.1,57,50.5,837,337
UT05761,0,31.1,49.7,54.2,56.2,785,285
UT05762,0,36,56.3,58.4,56.9,801,301
UT05763,0,39.6,50.4,52.6,0,646,146
UT05767,1,40,46.1,47.1,48.4,814,314
UT05768,1,47.3,55,44,0,442,-58
UT05769,1,45,55,57.4,42,802,302
UT05773,0,48.1,63.2,44,0,492,-8
UT05774,0,42.8,51.4,58.5,62.5,770,270
UT05775,0,28.4,44.7,44,0,462,-38
UT05776,0,29.8,46.2,48.1,52.6,1009,509
UT05780,0,32.3,42.6,45.7,48.8,879,379
UT05781,0,29.9,42.1,50.7,47.9,897,397
UT05782,0,38.9,48,53.1,0,660,160
UT05783,0,33.8,46.6,55.4,54,870,370
UT05784,1,52.2,45.6,44,0,263,-237
UT05785,1,36.1,45.3,46.2,45.5,994,494
UT05786,1,40.4,51,52.1,53.8,1163,663
UT05818,1,41,45.1,49.5,63.8,751,251
UT05819,1,31.5,37.4,38.2,0,642,142
UT05820,1,41,45.6,44,0,366,-134
UT05821,0,41.2,52.4,55.3,0,694,194
UT05822,0,27.8,36.9,38.3,42.8,1116,616
UT05823,0,26.2,39,43.6,37.8,734,234
UT05824,0,35.5,50.8,53.7,60.9,1104,604
UT05828,1,34,45.6,44,0,313,-187
UT05829,1,41.1,47.5,44,0,423,-77
UT05830,1,38.2,46.6,19.6,0,593,93
UT05831,1,38.8,48.5,51.8,0,726,226
UT05832,1,43.6,49,44.7,0,573,73
UT05833,1,41.1,52.1,54.9,56.7,852,352
UT05850,0,32.9,54.7,51.1,0,600,100
UT05851,0,32,45,46.3,44.9,1163,663
UT05852,0,33,47.6,42.7,47.6,1010,510
UT05853,0,26.3,32.6,29.1,0,700,200
UT05858,1,32.9,40.6,42.7,0,562,62
UT05859,1,49.1,59.9,53.7,0,653,153
UT05860,1,42.5,51.5,50.2,51,850,350
UT05875,1,47.2,57.4,44,0,399,-101
UT05876,1,39.1,44.6,44.8,38,783,283
UT05877,1,38.2,48.7,45.3,0,639,139
UT05895,0,32.4,42.3,46.7,42.6,927,427
UT05896,0,30.3,42.7,33.6,38.4,871,371
UT05897,0,42,55.4,58.2,53.1,774,274
UT05898,0,32.2,41.9,44.8,0,730,230
UT05899,1,42.9,50,45.7,45.2,1260,760
UT05900,1,46.6,53,44,0,515,15
UT05901,1,44.8,48,47.2,49.3,815,315
UT05902,0,37.1,56.9,57.8,47,927,427
UT05903,0,43.2,55,59.6,47.5,738,238
UT05904,0,36.6,52.2,61.9,55.6,1102,602
UT05905,0,36.7,48.7,53.7,47,749,249
UT05906,1,44.5,49.3,46.9,42.6,1215,715
UT05907,1,50.6,57.5,44,0,485,-15
UT05908,1,39.9,44.9,45,44.5,936,436
UT05909,0,38.8,53.6,55.3,0,634,134
UT05910,0,35.8,46.4,54,47.8,819,319
UT05911,0,28,45,43.9,42.9,1198,698
UT05912,0,30,45.1,45.5,41.1,758,258
UT05916,0,28.3,38,41.1,33.4,832,332
UT05917,0,35.6,48.3,48.6,49,859,359
UT05918,0,31.2,46.4,46.8,0,602,102
UT05919,0,32.1,40,42.8,40.3,976,476
UT05924,1,49.3,45.6,44,0,316,-184
UT05925,1,36,42.7,44,0,444,-56
UT05926,1,45.1,50.2,52.6,42,891,391
UT05944,1,39.4,43,44,42.4,962,462
UT05945,1,41.1,48.3,49.9,47.1,813,313
UT05946,1,43.3,47.2,44.3,33.4,832,332
UT05950,0,33.5,52.1,44,0,485,-15
UT05951,0,27.3,41.5,43.8,41.4,950,450
UT05952,0,21.8,26.8,28.3,27.4,1078,578
UT05953,0,30.8,40.6,47,43.3,1008,508
UT05975,1,45.9,45.6,44,0,224,-276
UT05976,1,46.8,51.7,31.7,31.6,827,327
UT05977,1,47.6,51.3,42.3,26.3,791,291
UT05978,0,28,33.9,38.5,37.2,1067,567
UT05979,0,28.5,42.8,57.2,30.5,742,242
UT05980,0,40.2,53.8,64.3,61.6,812,312
UT05981,0,22.3,30.8,37.6,40.7,1179,679
UT05982,1,28.7,40.7,43.1,45.4,1163,663
UT05983,1,41.7,45.6,44,0,325,-175
UT05984,1,33.2,40.4,43.4,34.6,943,443
UT05995,1,41.4,46,44,0,394,-106
UT05996,1,43.6,45.8,48.7,50.1,886,386
UT05997,1,38.9,44.7,47,44.9,955,455
UT06002,1,50.5,54.6,43.4,0,696,196
UT06003,1,40.9,45.1,47.3,41.1,990,490
UT06004,1,37.5,45.9,48.3,0,685,185
UT06015,0,26.4,38.6,44.7,45.9,919,419
UT06016,0,33.2,49.4,62.2,0,678,178
UT06017,0,26.5,38.4,39.5,36,1164,664
UT06018,0,40.2,60.7,71.1,74,1163,663
UT06023,1,35.8,48.6,50.8,0,632,132
UT06024,1,42.8,51.1,46.6,36.5,802,302
UT06025,1,37.6,50.4,51.7,34.5,770,270
UT06033,1,28.5,34.2,33.3,0,678,178
UT06034,1,32.1,41.5,37.5,0,600,100
UT06035,1,42,47.3,43.4,45.8,789,289
UT06055,0,22.6,31.2,31.8,31.4,1224,724
UT06056,0,25.6,40.1,48.5,0,558,58
UT06057,0,23,34.6,37.9,33.3,985,485
UT06058,0,25.3,29.6,33.8,31.4,906,406
UT06063,1,45.5,51.1,54.9,0,596,96
UT06064,1,47.5,45.6,44,0,325,-175
UT06065,1,44.4,49.5,51.9,38.5,839,339
UT06073,1,45.2,49.2,53.4,0,617,117
UT06074,1,48,52.5,53.8,0,648,148
UT06075,1,43.7,47.6,50.9,0,610,110
UT06079,0,32.7,47.6,51.7,0,674,174
UT06080,0,26,33.3,34.6,0,620,120
UT06081,0,28.4,32.6,37,37.4,1255,755
UT06082,0,32,43.1,45.9,37,800,300
UT06090,0,36.5,56.7,67.6,52.9,1131,631
UT06091,0,40.5,51.2,51.7,48.4,812,312
UT06092,0,38.6,48.9,53,51.1,1199,699
UT06093,0,38.4,53.6,60.8,0,611,111
UT06115,1,44.6,46.5,45.8,40.3,984,484
UT06116,1,36.5,41.9,44.9,0,716,216
UT06117,1,41.8,49.8,41.6,38.6,814,314
UT06148,1,35.1,46.4,47.8,49.1,983,483
UT06149,1,45.1,45.6,44,0,255,-245
UT06150,1,49.5,45.6,44,0,308,-192
UT06158,0,39.1,46.5,50.3,52.6,844,344
UT06159,0,29.7,37.2,43.7,42.3,1096,596
UT06160,0,33.8,49.8,59.1,53.5,966,466
UT06161,0,32.3,40,42.6,38.3,1068,568
UT06176,1,38.8,38,44,0,512,12
UT06177,1,39,45.1,46.6,44.4,975,475
UT06178,1,34.7,40.8,38.5,36.7,856,356
UT06185,1,47.7,52.3,53.5,53.7,822,322
UT06186,1,41.8,50.6,53.9,54.7,1120,620
UT06187,1,42.8,47.5,54.3,50.6,741,241
UT06196,0,23.9,28.7,33.2,29.4,877,377
UT06197,0,39.5,51.7,60.3,0,620,120
UT06198,0,23.7,20.5,21.7,21.6,852,352
UT06199,0,26.7,36,46.1,43.7,873,373
UT06203,1,42.2,46.9,49,51.1,965,465
UT06204,1,46.1,50.2,45.8,41,737,237
UT06205,1,41.9,43.5,41.6,0,597,97
JL010009,1,30.2,38.2,41.1,47,918,418
JL010010,0,30,33,39,39,785,285
JL010024,0,40,46,50,46,850,350
JL010025,0,26.9,36.2,34.6,0,922,422
JL010033,0,35.1,44.2,43.8,42,866,366
JL010035,1,47,49.9,51.2,0,670,170
JL010051,0,32.4,39.3,39.3,47.3,600,100
JL010070,0,24,35,42,39,659,159
JL010071,1,51.6,52.7,52.8,47.6,469,-31
JL010100,1,46.9,52.9,52.2,43,352,-148
JL010138,0,41.4,53,49.4,28.6,430,-70
JL010139,1,47.8,52.4,53.6,48.9,939,439
JL010156,0,42.6,51.6,44.8,44.1,969,469
JL010159,0,36,41,34,0,1048,548
JL010160,1,48,51,44,0,634,134
JL010184,1,47,51,40,0,894,394
JL010215,1,45,49,44,0,687,187
JL010216,0,33.8,42.5,44,44.7,582,82
JL010217,1,42,44,44,0,744,244
JL010218,1,41,47.6,36.6,0,996,496
JL010219,1,42,53,53,0,484,-16
JL010220,0,24.4,32.4,40,43.2,646,146
JL010221,1,41,44,44,0,876,376
JL010223,0,40,48,51,49,568,68
JL010224,1,48.7,53,53.1,53.2,472,-28
JL010225,0,42,53,59,41,449,-51
JL010226,0,38,53,59,51,421,-79
JL010245,0,41.5,53.2,54.6,0,408,-92
JL010252,0,27.8,38.2,38.2,37.5,811,311
JL010259,1,37.5,41.7,40.8,37,782,282
JL010263,0,38.4,53.4,59.1,53.9,438,-62
JL010264,0,35,53.5,52.1,0,389,-111
JL010272,0,28.4,33.4,32.5,36.7,1121,621
JL010280,0,30.8,42.5,44.6,46.3,743,243
JL010282,1,45.9,48.7,48.7,0,1000,500
JL010302,1,35.6,49,52,52,1142,642
JL010306,1,44,48,51,52,580,80
JL010307,1,49,51,48,0,891,391
JL010317,1,39,46,45,34,783,283
JL010322,1,41.5,48,50.2,25.5,986,486
JL010323,1,41,46,44,0,666,166
JL010355,1,33,46,44,46,1250,750
JL010356,1,46.9,53.7,51.7,58.6,538,38
JL010357,0,36,47,25,0,818,318
JL010383,1,46,47,33,0,755,255
JL010384,1,42.2,43.1,41.7,43.1,974,474
JL010391,1,47.3,53.8,54.4,0,370,-130
JL010393,1,51,54,35,0,532,32
JL010394,0,32,40,43,45,1134,634
JL010450,1,47,54,46,22,351,-149
JL010451,1,39.5,43.4,44.7,35.2,1294,794
JL010474,1,44,47.5,44,0,944,444
JL010496,1,45.5,48.6,47.3,48,806,306
JL010507,0,21.9,28.4,31.3,28.6,886,386
JL010516,0,32.7,43.1,45.5,52.3,915,415
JL010519,1,43.9,43.9,36.4,34.8,713,213
JL010521,1,38,43.7,53.8,47.3,966,466
JL010524,0,44,54,60,0,492,-8
JL010539,0,33,48,51,0,639,139
JL010540,1,36,48,48,49,986,486
JL010544,0,25.3,41.9,35.4,33.3,1173,673
JL010546,0,35.3,43.6,51.5,39,856,356
JL010553,1,45,48,48,40,817,317
JL010572,1,45,50,44,0,561,61
JL010574,1,49,51,44,0,960,460
JL010594,0,37.6,54.1,61.7,52.1,547,47
JL010595,0,39,46,48,45,930,430
JL010596,1,39.4,45.2,39.4,28.1,652,152
JL010599,0,37,54.6,60.8,0,451,-49
JL010600,1,40.6,47.5,45.8,30,799,299
JL010603,1,46,48,50,49,1037,537
JL010604,1,43,46,44,0,617,117
JL010605,1,31,39.1,35.8,37.7,806,306
JL010610,1,46,48,50,51,880,380
JL010611,0,31.6,45,47,0,957,457
JL010613,1,40.6,43.7,36.7,32.2,999,499
JL010614,1,37.3,47.6,50,45.1,607,107
JL010615,1,41.2,47.3,50.6,48.6,841,341
JL010648,0,46,55,58,61,399,-101
JL010676,1,37.6,46.1,48.1,47.6,569,69
JL010678,1,52,55,44,0,489,-11
JL010684,1,33,40.1,40,38.1,839,339
U143463,0,37.5,49.7,55.7,52.9,1158,658
U143470,1,43.6,47.9,47.3,44.6,797,297
U143694,0,30.7,38.5,37.3,39.2,700,200
U143785,1,39,41,44,0,1268,768
U144527,1,42.1,44.9,44,0,896,396
U144541,1,31.3,31.9,36.8,28.3,686,186
U144548,0,34.5,42.3,44,0,889,389
U144730,0,36,44,46,43,1109,609
U144737,0,37,43,48,49,643,143
U144793,0,27.8,27.8,29,28.4,1008,508
U144877,1,38.9,44.9,50.4,36.7,1218,718
U144968,0,29,41,46,43,912,412
U144982,1,48,52,44,0,391,-109
U144989,1,45,52,44,0,391,-109
U145101,1,45,49,50,36,775,275
U145108,1,44,44,45,41,891,391
U145115,1,39.8,40.9,39.1,36.6,850,350
U145122,0,40.7,41.5,43,0,995,495
U145136,1,42.8,42.9,43.1,0,981,481
U145150,1,48.5,56.6,49.1,0,498,-2
U145171,0,23.4,34.4,31.3,0,919,419
U145185,0,32.2,46.6,51.8,41.7,744,244
U145241,1,33.9,31.7,44,0,680,180
U145388,1,38.2,45.6,44,0,327,-173
U145395,1,45,45.6,44,0,327,-173
U145402,1,39.9,45.6,44,0,327,-173
